id_registro,edad,ingresos_mensuales,monto_credito,historial_crediticio,plazo_meses,cuota_mensual,tipo_empleo,numero_dependientes,antiguedad_laboral_meses,atrasos_previos,ratio_deuda_ingreso,presion_financiera,capacidad_pago,nivel_crediticio,puntaje_riesgo_financiero,moroso,norm_edad,norm_ingresos_mensuales,norm_monto_credito,norm_historial_crediticio,norm_plazo_meses,norm_cuota_mensual,norm_numero_dependientes,norm_antiguedad_laboral_meses,norm_atrasos_previos,norm_ratio_deuda_ingreso,norm_presion_financiera,norm_capacidad_pago,norm_puntaje_riesgo_financiero
2110,29,2498.65,10215.9,605.0,12,402.31,Dependiente,1,62,0,0.161,0.3407,1746.34,Medio,18.12,0,0.2157,0.2233,0.3417,0.5568,0.1429,0.1168,0.2,0.3352,0.0,0.113,0.1382,0.3979,0.1487
2111,41,3595.41,4009.7,369.0,6,339.78,Independiente,3,76,0,0.0945,0.1859,2205.63,Bajo,8.3,1,0.451,0.4191,0.0445,0.1188,0.0,0.0601,0.6,0.4148,0.0,0.0504,0.073,0.456,0.1117
2112,68,6706.07,13758.19,582.0,48,371.9,Independiente,2,41,3,0.0555,0.0427,5634.17,Medio,9.0,0,0.9804,0.9744,0.5113,0.5141,1.0,0.0892,0.4,0.2159,0.75,0.0137,0.0127,0.89,0.1143
2113,27,2568.82,5648.58,329.0,36,442.36,Dependiente,4,22,2,0.1722,0.0611,726.46,Bajo,24.58,0,0.1765,0.2358,0.123,0.0445,0.7143,0.1531,0.8,0.108,0.5,0.1235,0.0205,0.2688,0.173
2114,22,4583.89,23962.85579999986,746.0,24,360.24,Dependiente,2,19,2,0.0786,0.2178,3523.65,Excelente,11.13,0,0.0784,0.5956,1.0,0.8185,0.4286,0.0787,0.4,0.0909,0.5,0.0354,0.0865,0.6229,0.1223
2115,64,5011.27,6684.23,469.0,48,1043.1,Dependiente,0,134,1,0.2082,0.0278,3968.17,Bajo,10.05,0,0.902,0.6719,0.1726,0.3044,1.0,0.6979,0.0,0.7443,0.25,0.1574,0.0064,0.6791,0.1183
2116,24,3070.53,10070.01,470.0,24,892.87,Dependiente,4,179,3,0.2908,0.1366,777.66,Bajo,42.22,1,0.1176,0.3254,0.3347,0.3062,0.4286,0.5617,0.8,1.0,0.75,0.2352,0.0523,0.2752,0.2395
2117,48,4151.4,4961.19,596.0,36,373.27,Dependiente,5,132,2,0.0899,0.0332,2028.13,Medio,1.61,0,0.5882,0.5184,0.0901,0.5401,0.7143,0.0905,1.0,0.733,0.5,0.046,0.0087,0.4335,0.0865
2118,31,4802.75,12913.02,431.0,48,550.89,Independiente,0,76,0,0.1147,0.056,4251.86,Bajo,-2.56,0,0.2549,0.6346,0.4709,0.2339,1.0,0.2515,0.0,0.4148,0.0,0.0694,0.0183,0.715,0.0708
2119,31,3489.42,9249.77,775.0,24,565.85,Independiente,3,66,3,0.1622,0.1105,1873.57,Excelente,16.96,0,0.2549,0.4002,0.2954,0.8723,0.4286,0.2651,0.6,0.358,0.75,0.1141,0.0413,0.414,0.1443
2120,41,2151.54,10761.79,488.0,18,763.1,Independiente,1,174,1,0.3547,0.2779,1038.44,Bajo,43.28,0,0.451,0.1613,0.3678,0.3397,0.2857,0.444,0.2,0.9716,0.25,0.2954,0.1118,0.3083,0.2435
2121,36,4076.7,6040.27,430.0,18,743.61,Informal,0,103,4,0.1824,0.0823,3333.09,Bajo,37.91,0,0.3529,0.505,0.1417,0.232,0.2857,0.4263,0.0,0.5682,1.0,0.1331,0.0294,0.5987,0.2232
2122,46,2618.08,15562.8,431.0,36,1376.2727999999997,Informal,2,57,1,0.5257,0.1651,541.81,Bajo,55.59,1,0.549,0.2446,0.5977,0.2339,0.7143,1.0,0.4,0.3068,0.25,0.4564,0.0643,0.2454,0.2899
2123,54,5185.53,8741.97,810.0,24,512.09,Dependiente,2,70,1,0.0988,0.0702,3973.44,Excelente,-10.07,0,0.7059,0.703,0.2711,0.9373,0.4286,0.2164,0.4,0.3807,0.25,0.0544,0.0243,0.6798,0.0425
2124,58,1428.94,8485.61,608.0,36,610.0,Dependiente,0,109,1,0.4269,0.165,818.94,Medio,37.75,0,0.7843,0.0323,0.2588,0.5624,0.7143,0.3051,0.0,0.6023,0.25,0.3634,0.0642,0.2805,0.2226
2125,38,2135.67,12816.92,716.0,6,365.11,Dependiente,1,77,1,0.171,1.0002,1420.56,Bueno,75.19,1,0.3922,0.1585,0.4663,0.7628,0.0,0.0831,0.2,0.4205,0.25,0.1224,0.416,0.3566,0.3637
2126,21,1559.44,9892.06,435.0,36,943.98,Informal,4,77,3,0.6053,0.1762,-784.54,Bajo,79.94,1,0.0588,0.0556,0.3262,0.2413,0.7143,0.608,0.8,0.4205,0.75,0.5314,0.0689,0.0775,0.3816
2127,65,2700.39,10337.38,309.0,36,1293.63,Dependiente,2,13,1,0.4791,0.1063,706.76,Bajo,51.84,1,0.9216,0.2593,0.3475,0.0074,0.7143,0.9251,0.4,0.0568,0.25,0.4125,0.0395,0.2663,0.2757
2128,56,2781.43,6248.42,455.0,12,915.94,Independiente,3,147,2,0.3293,0.1872,815.49,Bajo,43.26,1,0.7451,0.2738,0.1517,0.2784,0.1429,0.5826,0.6,0.8182,0.5,0.2715,0.0736,0.28,0.2434
2129,36,5440.67,4789.43,645.0,12,657.24,Independiente,2,158,1,0.1208,0.0734,4083.43,Medio,-2.48,0,0.3529,0.7485,0.0818,0.6311,0.1429,0.348,0.4,0.8807,0.25,0.0751,0.0256,0.6937,0.0711
2130,40,2354.02,12773.61,640.0,6,427.08,Informal,1,25,1,0.1814,0.9044,1576.94,Medio,72.48,1,0.4314,0.1975,0.4642,0.6218,0.0,0.1393,0.2,0.125,0.25,0.1322,0.3756,0.3764,0.3535
2131,36,2265.67,4754.29,384.0,18,1207.72,Informal,1,105,1,0.5331,0.1166,707.95,Bajo,53.53,0,0.3529,0.1817,0.0802,0.1466,0.2857,0.8472,0.2,0.5795,0.25,0.4634,0.0438,0.2664,0.2821
2132,31,1925.87,7884.65,305.0,48,681.13,Dependiente,1,64,4,0.3537,0.0853,894.74,Bajo,60.93,1,0.2549,0.1211,0.2301,0.0,1.0,0.3696,0.2,0.3466,1.0,0.2944,0.0307,0.2901,0.31
2133,63,2611.64,8216.64,746.0,36,497.17,Informal,2,135,2,0.1904,0.0874,1414.47,Excelente,9.94,1,0.8824,0.2435,0.246,0.8185,0.7143,0.2028,0.4,0.75,0.5,0.1407,0.0315,0.3559,0.1179
2134,61,2456.55,4850.12,715.0,24,605.02,Dependiente,4,86,1,0.2463,0.0823,451.53,Bueno,9.18,0,0.8431,0.2158,0.0848,0.761,0.4286,0.3006,0.8,0.4716,0.25,0.1933,0.0294,0.234,0.115
2135,62,2380.32,6132.75,544.0,36,548.04,Dependiente,3,46,1,0.2302,0.0716,782.28,Bajo,14.22,0,0.8627,0.2022,0.1462,0.4436,0.7143,0.249,0.6,0.2443,0.25,0.1782,0.0249,0.2758,0.134
2136,66,3747.01,10252.53,392.0,48,605.15,Dependiente,1,121,1,0.1615,0.057,2791.86,Bajo,11.01,0,0.9412,0.4462,0.3435,0.1615,1.0,0.3007,0.2,0.6705,0.25,0.1135,0.0187,0.5302,0.1219
2137,22,3813.09,6169.13,424.0,36,781.58,Independiente,0,144,1,0.205,0.0449,3031.51,Bajo,12.73,0,0.0784,0.458,0.1479,0.2209,0.7143,0.4607,0.0,0.8011,0.25,0.1544,0.0136,0.5606,0.1284
2138,32,2322.93,12681.14,579.0,48,1341.13,Dependiente,0,83,2,0.5773,0.1137,981.8,Bajo,58.28,1,0.2745,0.1919,0.4598,0.5086,1.0,0.9681,0.0,0.4545,0.5,0.505,0.0426,0.3011,0.3
2139,51,2981.09,5192.76,738.0,12,682.73,Informal,1,71,0,0.229,0.1452,1948.36,Bueno,3.81,1,0.6471,0.3094,0.1012,0.8037,0.1429,0.3711,0.2,0.3864,0.0,0.177,0.0559,0.4234,0.0948
2140,33,4321.16,10942.2,796.0,6,774.23,Dependiente,3,29,3,0.1792,0.422,2496.93,Excelente,43.36,0,0.2941,0.5487,0.3765,0.9113,0.0,0.4541,0.6,0.1477,0.75,0.1301,0.1725,0.4929,0.2438
2141,25,2991.66,7573.07,382.0,6,467.03,Dependiente,2,162,1,0.1561,0.4219,1824.63,Bajo,39.38,1,0.1373,0.3113,0.2151,0.1429,0.0,0.1755,0.4,0.9034,0.25,0.1084,0.1724,0.4078,0.2288
2142,34,2344.59,8089.18,830.0,24,418.67,Dependiente,4,29,1,0.1786,0.1438,525.92,Excelente,3.68,0,0.3137,0.1958,0.2399,0.9744,0.4286,0.1316,0.8,0.1477,0.25,0.1296,0.0553,0.2434,0.0943
2143,50,3832.67,8483.17,667.0,24,927.84,Independiente,3,11,0,0.2421,0.0922,1854.83,Medio,4.72,1,0.6275,0.4615,0.2587,0.6719,0.4286,0.5934,0.6,0.0455,0.0,0.1894,0.0336,0.4116,0.0982
2144,39,2236.74,14479.7,793.0,12,710.7,Independiente,3,83,1,0.3177,0.5395,476.04,Excelente,49.83,1,0.4118,0.1765,0.5459,0.9058,0.1429,0.3965,0.6,0.4545,0.25,0.2605,0.222,0.2371,0.2682
2145,51,2883.42,9233.07,341.0,24,549.43,Dependiente,1,135,2,0.1905,0.1334,1983.99,Bajo,29.83,1,0.6471,0.292,0.2946,0.0668,0.4286,0.2502,0.2,0.75,0.5,0.1408,0.0509,0.428,0.1928
2146,23,2877.61,11349.0,779.0,18,536.63,Independiente,2,55,1,0.1865,0.2191,1640.98,Excelente,12.1,0,0.098,0.291,0.396,0.8798,0.2857,0.2386,0.4,0.2955,0.25,0.137,0.087,0.3845,0.126
2147,69,3314.36,7180.82,725.0,48,612.89,Independiente,3,128,1,0.1849,0.0451,1651.47,Bueno,-1.04,0,1.0,0.3689,0.1964,0.7795,1.0,0.3078,0.6,0.7102,0.25,0.1355,0.0137,0.3859,0.0765
2148,48,3451.14,7859.82,380.0,12,685.99,Dependiente,3,175,1,0.1988,0.1898,1715.15,Bajo,24.95,0,0.5882,0.3933,0.2289,0.1392,0.1429,0.3741,0.6,0.9773,0.25,0.1486,0.0747,0.3939,0.1744
2149,22,2755.55,9402.43,693.0,6,591.95,Dependiente,0,32,3,0.2148,0.5687,2163.6,Bueno,62.72,0,0.0784,0.2692,0.3027,0.7201,0.0,0.2888,0.0,0.1648,0.75,0.1637,0.2343,0.4507,0.3167
2150,19,3104.15,9962.91,652.0,18,496.45,Independiente,2,37,2,0.1599,0.1783,1907.7,Medio,19.56,1,0.0196,0.3314,0.3296,0.644,0.2857,0.2022,0.4,0.1932,0.5,0.112,0.0698,0.4183,0.1541
2151,59,2449.6,7320.46,649.0,12,867.29,Dependiente,0,63,1,0.3541,0.249,1582.31,Medio,36.32,1,0.8039,0.2145,0.2031,0.6385,0.1429,0.5385,0.0,0.3409,0.25,0.2948,0.0996,0.3771,0.2172
2152,18,2251.75,5198.78,322.0,24,752.21,Dependiente,1,29,0,0.3341,0.0962,1149.54,Bajo,27.74,1,0.0,0.1792,0.1015,0.0316,0.4286,0.4341,0.2,0.1477,0.0,0.276,0.0353,0.3223,0.1849
2153,52,1836.72,8020.18,669.0,12,587.84,Dependiente,3,117,1,0.32,0.3639,198.88,Medio,40.4,1,0.6667,0.1051,0.2366,0.6756,0.1429,0.2851,0.6,0.6477,0.25,0.2627,0.148,0.202,0.2326
2154,38,2939.82,11198.57,540.0,24,433.63,Dependiente,0,12,1,0.1475,0.1587,2506.19,Bajo,13.65,0,0.3922,0.3021,0.3888,0.4362,0.4286,0.1452,0.0,0.0511,0.25,0.1003,0.0616,0.4941,0.1318
2155,48,1625.48,5548.64,838.0,36,460.71,Informal,1,82,4,0.2834,0.0948,814.77,Excelente,33.04,1,0.5882,0.0674,0.1182,0.9893,0.7143,0.1698,0.2,0.4489,1.0,0.2282,0.0347,0.2799,0.2049
2156,18,5550.53,7398.9,828.0,6,1015.8,Independiente,0,59,1,0.183,0.2222,4534.73,Excelente,9.97,0,0.0,0.7681,0.2068,0.9707,0.0,0.6731,0.0,0.3182,0.25,0.1337,0.0883,0.7509,0.118
2157,54,1982.61,8499.43,355.0,18,593.65,Dependiente,1,56,1,0.2994,0.2382,1038.96,Bajo,41.86,0,0.7059,0.1312,0.2595,0.0928,0.2857,0.2903,0.2,0.3011,0.25,0.2433,0.0951,0.3083,0.2381
2158,19,5184.14,13368.7,564.0,36,536.28,Dependiente,2,113,3,0.1034,0.0716,3947.86,Bajo,15.62,0,0.0196,0.7027,0.4927,0.4807,0.7143,0.2383,0.4,0.625,0.75,0.0588,0.0249,0.6766,0.1393
2159,68,2759.47,9710.08,511.0,36,758.25,Independiente,2,10,0,0.2748,0.0977,1301.22,Bajo,14.69,1,0.9804,0.2699,0.3175,0.3823,0.7143,0.4396,0.4,0.0398,0.0,0.2202,0.0359,0.3415,0.1358
2160,32,2716.9,11337.88,709.0,12,1012.64,Dependiente,1,51,0,0.3727,0.3478,1354.26,Bueno,35.88,0,0.2745,0.2623,0.3954,0.7498,0.1429,0.6703,0.2,0.2727,0.0,0.3123,0.1412,0.3482,0.2156
2161,21,3222.29,18556.31,675.0,18,719.33,Dependiente,2,17,2,0.2232,0.3199,1802.96,Bueno,36.63,1,0.0588,0.3525,0.7411,0.6867,0.2857,0.4043,0.4,0.0795,0.5,0.1716,0.1295,0.405,0.2184
2162,23,1621.33,5203.26,778.0,24,474.43,Informal,0,103,1,0.2926,0.1337,1146.9,Excelente,15.12,1,0.098,0.0667,0.1017,0.8779,0.4286,0.1822,0.0,0.5682,0.25,0.2369,0.051,0.322,0.1374
2163,35,4168.62,16067.82,423.0,24,599.96,Independiente,2,72,0,0.1439,0.1606,2868.66,Bajo,9.12,0,0.3333,0.5214,0.6219,0.219,0.4286,0.296,0.4,0.392,0.0,0.0969,0.0624,0.5399,0.1148
2164,32,2980.81,6469.92,321.0,36,439.89,Independiente,5,8,2,0.1476,0.0603,790.92,Bajo,22.61,1,0.2745,0.3094,0.1623,0.0297,0.7143,0.1509,1.0,0.0284,0.5,0.1004,0.0201,0.2769,0.1656
2165,61,1908.93,5536.17,714.0,24,524.99,Informal,5,152,1,0.275,0.1208,-366.06,Bueno,14.07,1,0.8431,0.118,0.1176,0.7591,0.4286,0.2281,1.0,0.8466,0.25,0.2203,0.0456,0.1305,0.1334
2166,43,3870.14,13654.37,536.0,18,453.07,Dependiente,2,68,2,0.1171,0.196,2717.07,Bajo,20.82,0,0.4902,0.4681,0.5064,0.4287,0.2857,0.1628,0.4,0.3693,0.5,0.0717,0.0773,0.5208,0.1588
2167,30,2603.19,9372.11,754.0,36,724.63,Independiente,2,166,2,0.2784,0.1,1178.56,Excelente,18.91,0,0.2353,0.242,0.3013,0.8334,0.7143,0.4091,0.4,0.9261,0.5,0.2235,0.0369,0.326,0.1517
2168,22,2478.97,5287.36,434.0,18,840.95,Independiente,3,73,1,0.3392,0.1185,588.02,Bajo,32.82,1,0.0784,0.2198,0.1057,0.2394,0.2857,0.5146,0.6,0.3977,0.25,0.2808,0.0446,0.2512,0.2041
2169,28,3637.64,7006.98,606.0,18,682.37,Dependiente,0,36,0,0.1876,0.107,2955.27,Medio,2.48,0,0.1961,0.4266,0.188,0.5587,0.2857,0.3708,0.0,0.1875,0.0,0.138,0.0398,0.5509,0.0897
2170,38,5457.38,7852.61,647.0,24,716.76,Dependiente,1,138,2,0.1313,0.06,4390.62,Medio,5.75,0,0.3922,0.7515,0.2285,0.6348,0.4286,0.402,0.2,0.767,0.5,0.085,0.02,0.7326,0.1021
2171,39,4709.69,7842.6,758.0,12,897.82,Informal,3,36,0,0.1906,0.1388,2761.87,Excelente,-0.76,0,0.4118,0.618,0.2281,0.8408,0.1429,0.5661,0.6,0.1875,0.0,0.1409,0.0532,0.5264,0.0775
2172,59,3511.26,6726.31,605.0,36,493.22,Dependiente,0,141,2,0.1405,0.0532,3018.04,Medio,7.76,0,0.8039,0.4041,0.1746,0.5568,0.7143,0.1992,0.0,0.7841,0.5,0.0937,0.0171,0.5589,0.1096
2173,66,2917.59,10632.26,430.0,12,582.78,Independiente,2,78,0,0.1997,0.3037,1634.81,Bajo,25.77,0,0.9412,0.2981,0.3616,0.232,0.1429,0.2805,0.4,0.4261,0.0,0.1494,0.1226,0.3837,0.1775
2174,51,1359.99,12908.79,580.0,48,619.13,Dependiente,4,144,1,0.4552,0.1977,-659.14,Medio,43.74,0,0.6471,0.02,0.4707,0.5104,1.0,0.3134,0.8,0.8011,0.25,0.39,0.078,0.0934,0.2452
2175,27,3160.08,4703.45,538.0,6,273.49240000000003,Independiente,1,29,3,0.0865,0.2481,2536.59,Bajo,30.49,1,0.1765,0.3414,0.0777,0.4325,0.0,0.0,0.2,0.1477,0.75,0.0428,0.0992,0.4979,0.1953
2176,31,2483.69,8006.54,475.0,48,1308.29,Dependiente,2,27,2,0.5268,0.0672,475.4,Bajo,54.61,1,0.2549,0.2206,0.2359,0.3155,1.0,0.9384,0.4,0.1364,0.5,0.4574,0.023,0.237,0.2862
2177,49,3273.36,3539.19,673.0,18,302.8,Dependiente,1,5,0,0.0925,0.0601,2620.56,Bueno,-12.95,0,0.6078,0.3616,0.022,0.683,0.2857,0.0266,0.2,0.0114,0.0,0.0485,0.02,0.5085,0.0316
2178,68,1766.99,20103.94,624.0,24,725.95,Dependiente,0,151,2,0.4108,0.4741,1041.04,Medio,67.53,1,0.9804,0.0927,0.8152,0.5921,0.4286,0.4103,0.0,0.8409,0.5,0.3482,0.1944,0.3086,0.3348
2179,25,3045.79,5656.81,386.0,36,549.99,Dependiente,2,134,1,0.1806,0.0516,1795.8,Bajo,12.51,0,0.1373,0.321,0.1234,0.1503,0.7143,0.2507,0.4,0.7443,0.25,0.1315,0.0165,0.4041,0.1275
2180,63,2529.59,23423.25,559.0,18,559.29,Independiente,1,22,1,0.2211,0.5144,1620.3,Bajo,48.54,1,0.8824,0.2288,0.9742,0.4714,0.2857,0.2592,0.2,0.108,0.25,0.1696,0.2114,0.3819,0.2633
2181,66,3461.55,9606.62,378.0,36,464.75,Dependiente,2,8,2,0.1343,0.0771,2296.8,Bajo,20.34,0,0.9412,0.3952,0.3125,0.1355,0.7143,0.1734,0.4,0.0284,0.5,0.0879,0.0272,0.4676,0.157
2182,36,2111.7,5365.32,485.0,12,1376.2727999999997,Informal,2,164,0,0.6517,0.2117,35.43,Bajo,59.97,0,0.3529,0.1542,0.1094,0.3341,0.1429,1.0,0.4,0.9148,0.0,0.575,0.0839,0.1813,0.3064
2183,67,2918.7,9640.0,395.0,12,548.98,Dependiente,3,132,1,0.1881,0.2752,1319.72,Bajo,30.83,0,0.9608,0.2983,0.3141,0.167,0.1429,0.2498,0.6,0.733,0.25,0.1385,0.1106,0.3439,0.1966
2184,18,4450.55,5861.92,361.0,36,399.45,Independiente,2,13,1,0.0898,0.0366,3351.1,Bajo,5.25,0,0.0,0.5718,0.1332,0.1039,0.7143,0.1142,0.4,0.0568,0.25,0.046,0.0102,0.601,0.1002
2185,39,2657.03,7281.83,594.0,18,464.38,Dependiente,2,9,0,0.1748,0.1523,1492.65,Medio,5.75,0,0.4118,0.2516,0.2012,0.5364,0.2857,0.1731,0.4,0.0341,0.0,0.126,0.0589,0.3658,0.1021
2186,32,2071.85,9536.99,345.0,48,802.54,Independiente,4,105,1,0.3874,0.0959,-130.69,Bajo,38.86,0,0.2745,0.1471,0.3092,0.0742,1.0,0.4797,0.8,0.5795,0.25,0.3262,0.0351,0.1603,0.2268
2187,40,2513.49,9741.06,441.0,6,522.18,Dependiente,5,43,1,0.2078,0.6459,241.31,Bajo,62.1,1,0.4314,0.226,0.319,0.2524,0.0,0.2255,1.0,0.2273,0.25,0.1571,0.2668,0.2073,0.3144
2188,32,2376.55,7491.68,476.0,24,719.36,Dependiente,1,49,3,0.3027,0.1313,1307.19,Bajo,44.92,1,0.2745,0.2015,0.2112,0.3174,0.4286,0.4043,0.2,0.2614,0.75,0.2464,0.05,0.3423,0.2497
2189,61,2294.89,7261.35,726.0,6,482.43,Independiente,3,179,0,0.2102,0.5274,762.46,Bueno,31.19,0,0.8431,0.1869,0.2002,0.7814,0.0,0.1895,0.6,1.0,0.0,0.1593,0.2169,0.2733,0.1979
2190,69,2790.16,14500.42,815.0,36,703.24,Independiente,3,101,2,0.252,0.1444,1036.92,Excelente,18.47,0,1.0,0.2753,0.5469,0.9466,0.7143,0.3897,0.6,0.5568,0.5,0.1987,0.0556,0.3081,0.15
2191,38,2264.86,8929.11,615.0,48,874.96,Dependiente,3,3,1,0.3863,0.0821,339.9,Medio,28.55,1,0.3922,0.1816,0.2801,0.5754,1.0,0.5454,0.6,0.0,0.25,0.3251,0.0293,0.2198,0.188
2192,54,1688.84,21886.7,798.0,48,808.04,Dependiente,3,131,0,0.4785,0.27,-169.2,Excelente,35.35,1,0.7059,0.0787,0.9006,0.915,1.0,0.4847,0.6,0.7273,0.0,0.412,0.1085,0.1554,0.2136
2193,47,2298.94,8499.43,423.0,24,463.41,Independiente,3,12,2,0.2016,0.154,785.53,Bajo,31.36,1,0.5686,0.1877,0.2595,0.219,0.4286,0.1722,0.6,0.0511,0.5,0.1512,0.0596,0.2762,0.1986
2194,30,6260.17,11274.74,537.0,6,636.85,Dependiente,1,153,0,0.1017,0.3002,5273.32,Bajo,10.16,0,0.2353,0.8948,0.3924,0.4306,0.0,0.3295,0.2,0.8523,0.0,0.0572,0.1212,0.8443,0.1187
2195,26,2714.25,5153.76,543.0,48,735.98,Dependiente,1,6,1,0.2712,0.0396,1628.27,Bajo,16.47,0,0.1569,0.2618,0.0993,0.4417,1.0,0.4194,0.2,0.017,0.25,0.2168,0.0114,0.3829,0.1425
2196,26,3885.33,8921.32,752.0,24,728.18,Dependiente,2,26,1,0.1874,0.0957,2457.15,Excelente,3.88,0,0.1569,0.4709,0.2797,0.8297,0.4286,0.4123,0.4,0.1307,0.25,0.1379,0.035,0.4878,0.095
2197,21,2115.41,19187.93,577.0,24,424.58,Independiente,4,116,2,0.2007,0.3779,290.83,Bajo,41.29,1,0.0588,0.1549,0.7713,0.5048,0.4286,0.137,0.8,0.642,0.5,0.1504,0.1539,0.2136,0.236
2198,39,1385.43,10175.37,538.0,6,484.47,Dependiente,0,119,1,0.3497,1.2241,900.96,Bajo,117.39,1,0.4118,0.0246,0.3398,0.4325,0.0,0.1913,0.0,0.6591,0.25,0.2907,0.5103,0.2909,0.5227
2199,51,4333.65,11788.38,364.0,6,366.29,Dependiente,0,60,2,0.0845,0.4534,3967.36,Bajo,45.16,0,0.6471,0.5509,0.417,0.1095,0.0,0.0841,0.0,0.3239,0.5,0.041,0.1857,0.679,0.2506
2200,60,4823.47,4017.33,381.0,12,400.77,Dependiente,1,109,2,0.0831,0.0694,4072.7,Bajo,12.81,1,0.8235,0.6383,0.0449,0.1411,0.1429,0.1154,0.2,0.6023,0.5,0.0396,0.024,0.6924,0.1287
2201,28,3233.4,5912.24,511.0,24,578.27,Dependiente,2,38,2,0.1788,0.0762,1955.13,Bajo,18.9,0,0.1961,0.3545,0.1356,0.3823,0.4286,0.2764,0.4,0.1989,0.5,0.1298,0.0268,0.4243,0.1516
2202,62,2468.16,8202.77,462.0,18,812.95,Dependiente,2,133,1,0.3294,0.1846,955.21,Bajo,35.01,0,0.8627,0.2179,0.2453,0.2914,0.2857,0.4892,0.4,0.7386,0.25,0.2716,0.0725,0.2977,0.2123
2203,35,3245.82,6271.21,579.0,12,649.58,Independiente,0,53,1,0.2001,0.161,2596.24,Bajo,16.85,1,0.3333,0.3567,0.1528,0.5086,0.1429,0.341,0.0,0.2841,0.25,0.1498,0.0625,0.5055,0.1439
2204,20,4451.35,6836.73,677.0,36,490.58,Dependiente,3,10,1,0.1102,0.0427,2910.77,Bueno,-4.81,0,0.0392,0.5719,0.1799,0.6904,0.7143,0.1969,0.6,0.0398,0.25,0.0652,0.0127,0.5453,0.0623
2205,36,2311.5,16441.45,620.0,6,599.08,Dependiente,2,88,0,0.2592,1.1855,1012.42,Medio,94.49,1,0.3529,0.1899,0.6398,0.5847,0.0,0.2952,0.4,0.483,0.0,0.2055,0.494,0.305,0.4364
2206,41,2195.31,20341.55,472.0,12,749.95,Independiente,2,31,0,0.3416,0.7722,745.36,Bajo,76.54,1,0.451,0.1692,0.8266,0.31,0.1429,0.4321,0.4,0.1591,0.0,0.2831,0.32,0.2712,0.3688
2207,29,3185.63,4667.54,759.0,36,567.93,Dependiente,3,78,1,0.1783,0.0407,1567.7,Excelente,-2.57,1,0.2157,0.3459,0.076,0.8426,0.7143,0.267,0.6,0.4261,0.25,0.1293,0.0119,0.3753,0.0707
2208,64,3435.87,6930.53,476.0,12,630.26,Independiente,2,94,0,0.1834,0.1681,2105.61,Bajo,11.18,0,0.902,0.3906,0.1844,0.3174,0.1429,0.3235,0.4,0.517,0.0,0.1341,0.0655,0.4433,0.1225
2209,27,1739.48,4289.12,407.0,36,512.18,Informal,3,79,1,0.2944,0.0685,177.3,Bajo,25.32,1,0.1765,0.0878,0.0579,0.1893,0.7143,0.2164,0.6,0.4318,0.25,0.2386,0.0236,0.1992,0.1758
2210,25,3878.03,7516.46,461.0,24,388.61,Independiente,0,153,2,0.1002,0.0808,3489.42,Bajo,11.49,1,0.1373,0.4696,0.2124,0.2895,0.4286,0.1044,0.0,0.8523,0.5,0.0557,0.0288,0.6185,0.1237
2211,59,5047.38,16502.09,417.0,24,701.38,Dependiente,1,3,1,0.139,0.1362,3996.0,Bajo,16.07,0,0.8039,0.6783,0.6427,0.2079,0.4286,0.388,0.2,0.0,0.25,0.0923,0.0521,0.6827,0.141
2212,35,3672.88,7679.41,548.0,36,711.54,Dependiente,2,74,0,0.1937,0.0581,2261.34,Bajo,0.86,0,0.3333,0.4329,0.2202,0.451,0.7143,0.3972,0.4,0.4034,0.0,0.1438,0.0192,0.4631,0.0836
2213,32,4059.7,5709.87,501.0,48,459.84,Dependiente,1,77,1,0.1133,0.0293,3249.86,Bajo,0.35,0,0.2745,0.502,0.1259,0.3638,1.0,0.169,0.2,0.4205,0.25,0.0681,0.0071,0.5882,0.0817
2214,49,3940.55,9161.62,666.0,24,609.48,Dependiente,3,92,1,0.1547,0.0969,2281.07,Medio,3.05,0,0.6078,0.4807,0.2912,0.67,0.4286,0.3047,0.6,0.5057,0.25,0.1071,0.0355,0.4656,0.0919
2215,47,4136.3,4349.99,478.0,6,1064.2,Dependiente,2,58,1,0.2573,0.1753,2372.1,Bajo,27.67,1,0.5686,0.5157,0.0608,0.3211,0.0,0.717,0.4,0.3125,0.25,0.2037,0.0686,0.4771,0.1847
2216,21,1350.89,12433.74,647.0,6,680.42,Informal,4,50,2,0.5037,1.534,-729.53,Medio,162.38,1,0.0588,0.0184,0.4479,0.6348,0.0,0.369,0.8,0.267,0.5,0.4357,0.6408,0.0844,0.6922
2217,69,3001.89,6221.23,775.0,6,571.46,Informal,3,166,2,0.1904,0.3454,1380.43,Excelente,28.91,1,1.0,0.3131,0.1504,0.8723,0.0,0.2702,0.6,0.9261,0.5,0.1407,0.1402,0.3515,0.1893
2218,29,4072.49,4626.56,740.0,18,439.74,Dependiente,1,95,2,0.108,0.0631,3282.75,Excelente,0.66,0,0.2157,0.5043,0.074,0.8074,0.2857,0.1508,0.2,0.5227,0.5,0.0631,0.0213,0.5924,0.0829
2219,39,1258.02,8412.46,826.0,48,494.26,Dependiente,0,122,2,0.3929,0.1393,763.76,Excelente,31.36,0,0.4118,0.0018,0.2553,0.967,1.0,0.2002,0.0,0.6761,0.5,0.3314,0.0534,0.2735,0.1986
